company_financing_stage,company_industry,company_name,company_people,job_edu_require,job_exp_require,job_id,job_name,job_salary,job_tag,job_welfare,record_date
不需要融资,"移动互联网,金融",合肥薪火科技,50-150人,本科,不限,6220510,算法工程师,16k-20k,数据挖掘,人工智能，图像识别，深度学习,2020-04-23
不需要融资,"移动互联网,金融",合肥薪火科技,50-150人,本科,不限,6875008,算法工程师,16k-20k,数据挖掘,五险一金，年底双薪，两次旅游，零食水果,2020-04-23
上市公司,"移动互联网,数据服务",初灵信息,500-2000人,本科,1-3年,6679694,算法工程师,9k-18k,数据挖掘,"周末双休,年终奖金,五险一金,弹性工作",2020-04-23
D轮及以上,游戏,贪玩游戏,500-2000人,本科,1-3年,7018109,算法工程师,10k-15k,数据挖掘,免费三餐，氛围轻松，发展空间大，专业培训,2020-04-23
C轮,文娱丨内容,字节跳动,2000人以上,本科,不限,6054399,算法工程师,30k-60k,数据挖掘,六险一金，高薪期权，租房补贴，职业大牛,2020-04-23
D轮及以上,"移动互联网,广告营销",深演智能,150-500人,本科,1-3年,6784944,算法工程师,18k-30k,数据挖掘,扁平化管理，良好的技术氛围,2020-04-23
B轮,移动互联网,下厨房,150-500人,本科,1-3年,6973951,算法工程师,17k-34k,数据挖掘,"带薪年假多,免费午餐,弹性工作制",2020-04-23
A轮,"移动互联网,文娱丨内容",ULSee,50-150人,硕士,3-5年,6363764,算法工程师,20k-40k,数据挖掘,"CBD办公,好领导,扁平管理",2020-04-23
B轮,"企业服务,人工智能",联盟智能社区,150-500人,不限,5-10年,6995773,算法工程师,30k-60k,数据挖掘,平台好 福利好,2020-04-23
A轮,"移动互联网,文娱丨内容",ULSee,50-150人,硕士,3-5年,6944977,算法工程师,20k-40k,数据挖掘,"CBD办公,大牛团队,弹性工作,技术氛围",2020-04-23
C轮,消费生活,孩子王,2000人以上,本科,3-5年,6376754,算法工程师,20k-30k,数据挖掘,母婴行业独角兽、互联网氛围、晋升灵活,2020-04-23
未融资,其他,航天泰睿,50-150人,硕士,1-3年,5830603,算法工程师,20k-30k,数据挖掘,股权激励，团队厉害，年轻有活力,2020-04-23
D轮及以上,数据服务,云智慧,150-500人,硕士,1-3年,6535805,算法工程师,20k-35k,数据挖掘,六险一金、期权激励、免费健身房、生日会,2020-04-23
B轮,移动互联网,南京擎盾,150-500人,本科,应届毕业生,6315324,算法工程师机器学习方向,4k-6k,数据挖掘,节假日福利、餐补、加班补贴、五险一金,2020-04-23
上市公司,金融,京东数字科技,2000人以上,硕士,1-3年,6618602,算法工程师,20k-35k,数据挖掘,提供班车，三餐,2020-04-23
A轮,"移动互联网,文娱丨内容",Versa,50-150人,本科,1-3年,6372228,算法工程师,20k-40k,数据挖掘,"AI,扁平化,弹性工作制,交通方便",2020-04-23
B轮,"移动互联网,消费生活",广州市梦享网络技术有限公司深圳分公司,150-500人,本科,3-5年,7049823,数据挖掘,13k-25k,数据挖掘,福利待遇，弹性工作，下午茶，五险一金,2020-04-23
上市公司,移动互联网,武汉政通,500-2000人,本科,1-3年,5466476,算法工程师,13k-18k,数据挖掘,六险一金，高公积金，AI最前沿技术,2020-04-23
未融资,"移动互联网,电商",汇能科技,50-150人,大专,3-5年,7035017,算法工程师,35k-50k,数据挖掘,"团队氛围好,办公环境佳,薪酬待遇佳",2020-04-23
不需要融资,金融,吸引子,15-50人,本科,不限,6292101,算法工程师,15k-30k,数据挖掘,五险一金 周末不加班 多种补贴,2020-04-23
D轮及以上,"移动互联网,金融",闪银奇异,500-2000人,本科,1-3年,7024969,算法工程师,20k-40k,数据挖掘,发展空间，免费午餐，免费健身,2020-04-23
B轮,"企业服务,数据服务",观远数据,150-500人,本科,3-5年,6563918,算法工程师,20k-40k,数据挖掘,牛人团队 成长空间 期权激励 独当一面,2020-04-23
未融资,人工智能,深度赋智,15-50人,硕士,不限,5915589,算法工程师,25k-50k,数据挖掘,大牛云集，高速发展，高额年终，弹性工作,2020-04-23
上市公司,金融,平安人寿,2000人以上,硕士,不限,6228883,算法工程师,20k-40k,数据挖掘,"技术氛围好,福利待遇高,大牛在身旁",2020-04-23
未融资,数据服务,诺悦智能,50-150人,本科,1-3年,6714559,算法工程师,25k-50k,数据挖掘,五险一金 奖金 餐补 通讯补助等,2020-04-23
不需要融资,"硬件,企业服务",厦门科拓通讯技术股份有限公司,500-2000人,本科,5-10年,6929069,数据挖掘工程师,20k-30k,数据挖掘,发展前景好 双休 弹性工时 不定时腐败,2020-04-23
上市公司,"移动互联网,硬件",旋极信息,150-500人,硕士,1-3年,6207918,算法工程师,15k-25k,数据挖掘,项目奖金 军工项目 技术平台好,2020-04-23
C轮,"移动互联网,数据服务",英威诺,150-500人,本科,3-5年,6740806,算法工程师,20k-30k,数据挖掘,免费早餐、健身房、六险一金、弹性上班,2020-04-23
上市公司,"移动互联网,消费生活",捷顺科技股份,2000人以上,本科,不限,3107956,算法工程师,10k-20k,数据挖掘,算法,2020-04-23
不需要融资,"硬件,软件开发",博坦创新,150-500人,本科,3-5年,6371559,算法工程师,15k-30k,数据挖掘,发展前景好,2020-04-23
A轮,人工智能,必示科技,50-150人,本科,1-3年,5746592,算法工程师,20k-40k,数据挖掘,优势产品、五险一金、带薪年假、无限零食,2020-04-23
上市公司,移动互联网,个推,500-2000人,本科,不限,6858239,算法工程师,15k-30k,数据挖掘,大数据互联网公司 16-18薪,2020-04-23
不需要融资,企业服务,税友软件,2000人以上,硕士,3-5年,3428925,算法工程师,16k-32k,数据挖掘,"周末双休,五险一金,员工旅游,年度体检",2020-04-23
A轮,金融,GeexFinance,150-500人,本科,1-3年,345201,算法工程师,15k-25k,数据挖掘,初创公司，高速成长，靠谱团队，提供午餐,2020-04-23
B轮,"移动互联网,数据服务",小打卡,50-150人,本科,1-3年,6895800,算法工程师,20k-40k,数据挖掘,租房补助,2020-04-23
D轮及以上,金融,玖富数科集团,2000人以上,本科,5-10年,7059227,推荐算法工程师 (MJ000385),30k-40k,数据挖掘,五险一金、弹性工作,2020-04-23
C轮,"移动互联网,电商",省钱快报,150-500人,硕士,3-5年,7019164,算法工程师,20k-40k,数据挖掘,扁平管理、成长空间、技能提升,2020-04-23
上市公司,"移动互联网,电商",知网,2000人以上,硕士,1-3年,5750739,算法工程师,10k-20k,数据挖掘,五险二金、年假、免费早午餐、住宿,2020-04-23
B轮,游戏,FunPlus 趣加游戏,500-2000人,本科,3-5年,7030950,算法工程师,30k-50k,数据挖掘,头部大厂，优秀团队，15薪，六险一金,2020-04-23
上市公司,电子商务,什么值得买,500-2000人,本科,1-3年,6935288,算法工程师,15k-30k,数据挖掘,带薪年假、平台大、发展好、六险一金,2020-04-23
B轮,"移动互联网,企业服务",众能联合,500-2000人,本科,不限,6028214,算法工程师,10k-18k,数据挖掘,独角兽企业、发展平台、竞争力薪酬,2020-04-23
B轮,"电商,消费生活",花生日记,150-500人,硕士,3-5年,6607279,算法工程师,30k-50k,数据挖掘,团队大牛多,2020-04-23
B轮,移动互联网,码隆科技,50-150人,本科,不限,6583072,算法工程师,20k-30k,数据挖掘,**研发团队、行业前景、360度海景办公,2020-04-23
D轮及以上,移动互联网,超级猩猩健身,150-500人,本科,3-5年,6637968,算法工程师,20k-25k,数据挖掘,人性化管理 高颜值团队 健身福利,2020-04-23
D轮及以上,"企业服务,数据服务",格灵深瞳,150-500人,硕士,应届毕业生,7019235,算法工程师,15k-30k,数据挖掘,六险一金 周末双休,2020-04-23
B轮,"电商,医疗丨健康",EA时代天使,500-2000人,硕士,不限,6722102,算法工程师,15k-25k,数据挖掘,工作弹性，待遇优厚，发展空间大,2020-04-23
不需要融资,信息安全,无声,150-500人,本科,1-3年,6622874,算法工程师,12k-22k,数据挖掘,五险一金，周末双休,2020-04-23
未融资,"移动互联网,教育",外研在线,150-500人,硕士,1-3年,5011745,算法工程师,20k-35k,数据挖掘,重点项目，人工智能,2020-04-23
B轮,"数据服务,其他",开易科技,150-500人,本科,不限,6836700,算法工程师,15k-25k,数据挖掘,弹性工作、技术大咖、丰厚奖金,2020-04-23
D轮及以上,汽车丨出行,嘀嗒出行,150-500人,本科,3-5年,4799681,数据挖掘工程师-基础机器学习方向,20k-30k,数据挖掘,"用户画像,反作弊",2020-04-23
不需要融资,不限,水墨然,50-150人,硕士,5-10年,6693977,算法工程师,35k-60k,数据挖掘,环境舒适 交通便利 福利好,2020-04-23
A轮,物联网,沃旭通讯,50-150人,本科,1-3年,7041768,算法工程师,15k-22k,数据挖掘,职位晋升空间大,2020-04-23
不需要融资,房产家居,新明珠集团,2000人以上,大专,3-5年,6899452,数据挖掘工程师,13k-25k,数据挖掘,五险一金 餐补 话费补贴,2020-04-23
未融资,消费生活,各有所爱信息科技,50-150人,本科,3-5年,6898766,数据挖掘工程师,12k-18k,数据挖掘,年终分红 五险一金 90后 餐补,2020-04-23
未融资,信息安全,钧安科技,少于15人,本科,3-5年,7044478,算法工程师,13k-20k,数据挖掘,高薪招聘，五险一金，周末双休,2020-04-23
A轮,其他,DeepTech深科技,15-50人,本科,3-5年,6932120,算法工程师,15k-20k,数据挖掘,多劳多得，晋升空间大,2020-04-23
上市公司,"金融,电商",同花顺,2000人以上,博士,不限,6831756,算法工程师,20k-30k,数据挖掘,人工智能、待遇丰厚、成长快、技术氛围浓厚,2020-04-23
D轮及以上,汽车丨出行,途虎养车网,2000人以上,本科,1-3年,4543897,算法工程师,10k-20k,数据挖掘,"平台好,扁平化管理",2020-04-23
天使轮,"企业服务,人工智能",斯智信息科技（上海）有限公司,少于15人,硕士,3-5年,6771602,算法工程师,20k-35k,数据挖掘,五险一金、发展前景、晋升、氛围nice,2020-04-23
A轮,"移动互联网,文娱丨内容",玩加电竞,50-150人,不限,1-3年,6762625,数据挖掘工程师,18k-36k,数据挖掘,"技术大牛,水果零食",2020-04-23
不需要融资,"移动互联网,企业服务",广东智源,50-150人,硕士,不限,6443182,数据挖掘算法工程师,8k-15k,数据挖掘,"年度旅游,月度活动,五险一金,绩效奖金",2020-04-23
上市公司,金融,平安产险,2000人以上,本科,3-5年,6336146,数据挖掘工程师,15k-30k,数据挖掘,"五险一金,绩效奖金,带薪年假,员工旅游",2020-04-23
上市公司,电商,网易,2000人以上,本科,1-3年,7034426,算法工程师,20k-30k,数据挖掘,"福利待遇,发展前景",2020-04-23
不需要融资,"人工智能,物联网",盛海科技,50-150人,硕士,1-3年,6821979,算法工程师,13k-15k,数据挖掘,六险一金，周末双休，带薪年假，年底双薪,2020-04-23
不需要融资,移动互联网,米雅,150-500人,本科,3-5年,7016052,数据挖掘,18k-30k,数据挖掘,"上升空间大,专业团队,福利好,领导nic",2020-04-23
不需要融资,工具,百度,2000人以上,本科,3-5年,6688305,机器学习/数据挖掘/NLP工程师,20k-40k,数据挖掘,一对一导师,2020-04-23
D轮及以上,房产家居,贝壳,2000人以上,本科,5-10年,6082483,数据挖掘工程师,30k-50k,数据挖掘,优质平台,2020-04-23
不需要融资,游戏,友塔游戏,500-2000人,本科,应届毕业生,6187631,算法工程师,8k-16k,数据挖掘,"免费午晚餐,晋升空间,扁平化管理",2020-04-23
未融资,人工智能,芯翌科技,50-150人,硕士,3-5年,6169558,算法工程师,30k-40k,数据挖掘,带薪年假、团队氛围、年终奖、五险一金,2020-04-23
A轮,人工智能,智加科技,50-150人,本科,应届毕业生,5113695,算法工程师,25k-50k,数据挖掘,"人工智能,自动驾驶,风口行业",2020-04-23
上市公司,金融,招商银行信用卡中心,2000人以上,本科,3-5年,6028405,算法工程师,30k-50k,数据挖掘,五险一金 职位晋升 各类补贴,2020-04-23
B轮,"人工智能,医疗丨健康",冰洲石生物科技（上海）有限公司,15-50人,本科,应届毕业生,6188958,算法工程师,15k-25k,数据挖掘,有竞争力的薪资福利，学习成长空间大,2020-04-23
不需要融资,"移动互联网,教育",上海外教社信息技术公司,15-50人,本科,3-5年,6972915,算法工程师,25k-40k,数据挖掘,国企，稳定，双休，绩效奖金，少加班,2020-04-23
A轮,数据服务,司南数据科技,15-50人,本科,1-3年,5258641,算法工程师,10k-15k,数据挖掘,AI金融 大数据风口行业 各种福利,2020-04-23
C轮,文娱丨内容,字节跳动,2000人以上,本科,不限,5369729,机器学习算法工程师-反作弊,6k-8k,数据挖掘,弹性工作，免费三餐，租房补贴，休闲下午茶,2020-04-23
C轮,文娱丨内容,字节跳动,2000人以上,本科,3-5年,5367172,机器学习算法工程师,30k-60k,数据挖掘,六险一金，免费三餐，租房补贴,2020-04-23
不需要融资,硬件,OPPO,2000人以上,本科,不限,7011491,算法工程师,20k-40k,数据挖掘,弹性工作制,2020-04-23
D轮及以上,汽车丨出行,嘀嗒出行,150-500人,本科,应届毕业生,2971896,算法工程师,20k-40k,数据挖掘,"平台大,福利好,下午茶",2020-04-23
A轮,"医疗丨健康,数据服务",生命奇点,50-150人,本科,1-3年,6851068,算法工程师,15k-30k,数据挖掘,领导好，氛围好,2020-04-23
未融资,移动互联网,诚智天扬,50-150人,硕士,1-3年,6421086,算法工程师,15k-22k,数据挖掘,"薪资待遇好,福利好",2020-04-23
不需要融资,软件开发,中电万维,500-2000人,硕士,1-3年,6732111,算法工程师,10k-20k,数据挖掘,公司稳定 福利好 13薪 定期体检,2020-04-23
A轮,房产家居,自如网,2000人以上,本科,5-10年,6917698,算法工程师,25k-45k,数据挖掘,六险一金、周末双休、租房优惠,2020-04-23
A轮,"移动互联网,电商",掌上先机-旺店通ERP,500-2000人,硕士,应届毕业生,6788164,算法工程师,15k-30k,数据挖掘,股票期权，年底双薪，每年两次调薪,2020-04-23
不需要融资,工具,百度,2000人以上,本科,1-3年,6485649,机器学习/数据挖掘工程师,20k-40k,数据挖掘,"待遇好,平台好",2020-04-23
上市公司,物流丨运输,圆通,2000人以上,本科,3-5年,5868416,算法工程师,20k-30k,数据挖掘,上市公司，大牛团队，大平台，机会多,2020-04-23
不需要融资,"移动互联网,电商",竞网,500-2000人,硕士,1-3年,6992981,算法工程师,12k-24k,数据挖掘,五险一金、13薪,2020-04-23
B轮,移动互联网,南京擎盾,150-500人,本科,应届毕业生,6878382,算法工程师,14k-28k,数据挖掘,"五险一金,周末双休,定期体检,年终奖",2020-04-23
A轮,人工智能,显扬科技,15-50人,本科,应届毕业生,6734325,算法工程师,15k-25k,数据挖掘,大牛带队，公司气氛活跃,2020-04-23
不需要融资,"教育,数据服务",创慧科技,50-150人,本科,3-5年,6770310,算法工程师,15k-25k,数据挖掘,年底双薪五险一金5天8小时扁平化管理,2020-04-23
D轮及以上,文娱丨内容,快手,2000人以上,不限,3-5年,4047777,视频编解码算法工程师,20k-40k,数据挖掘,"产品超赞,大牛团队,核心业务,薪酬福利好",2020-04-23
D轮及以上,文娱丨内容,快手,2000人以上,本科,3-5年,5887941,图像算法质量工程师,25k-50k,数据挖掘,大平台、数据量大、团队福利好,2020-04-23
C轮,文娱丨内容,字节跳动,2000人以上,硕士,1-3年,6778820,机器学习算法工程师-上海,20k-40k,数据挖掘,六险一金,2020-04-23
C轮,文娱丨内容,字节跳动,2000人以上,硕士,3-5年,6778822,资深机器学习算法工程师-上海,30k-60k,数据挖掘,六险一金,2020-04-23
不需要融资,工具,百度,2000人以上,本科,1-3年,6757369,垂类-B2B业务部_机器学习/数据挖掘工程师,20k-40k,数据挖掘,PHP研发工程师,2020-04-23
A轮,"社交,广告营销",飞书互动,150-500人,本科,3-5年,6819035,算法工程师,15k-30k,数据挖掘,发展空间，业务前景、FB、谷歌,2020-04-23
A轮,"移动互联网,文娱丨内容",Versa,50-150人,本科,应届毕业生,6275794,算法工程师,20k-25k,数据挖掘,福利待遇全面、有转正机会、成长快速,2020-04-23
上市公司,不限,桦甸市众衡超市,500-2000人,本科,不限,6976789,算法工程师,20k-40k,数据挖掘,双休福利待遇好公司稳定有发展。,2020-04-23
A轮,"数据服务,硬件",汉德网络,50-150人,硕士,1年以下,7001729,算法工程师,11k-18k,数据挖掘,甲方自研,2020-04-23
未融资,"信息安全,数据服务",天地雷电,50-150人,本科,3-5年,6660263,算法工程师,30k-50k,数据挖掘,加班少,2020-04-23
不需要融资,物流丨运输,鸿运顺达搬家,15-50人,本科,3-5年,7056965,算法工程师,15k-20k,数据挖掘,福利丰厚,2020-04-23
上市公司,"移动互联网,游戏",昆仑万维,500-2000人,本科,应届毕业生,6804478,算法工程师,15k-30k,数据挖掘,上市公司,2020-04-23
未融资,"移动互联网,教育",高考直通车,50-150人,本科,1-3年,6415466,算法工程师,10k-20k,数据挖掘,"周末双休,高发展前景,公司氛围好,福利好",2020-04-23
不需要融资,消费生活,中钞科信,150-500人,本科,应届毕业生,4593455,算法工程师,10k-12k,数据挖掘,"进修机会,提供食宿,年终奖金,出差补贴",2020-04-23
不需要融资,移动互联网,衣神科技,15-50人,本科,应届毕业生,6201099,算法工程师,10k-20k,数据挖掘,年轻有活力实力雄厚福利多多上升空间无限,2020-04-23
D轮及以上,文娱丨内容,快手,2000人以上,本科,3-5年,6838085,数据挖掘算法工程师-【搜索】,30k-50k,数据挖掘,大牛团队、核心业务,2020-04-23
D轮及以上,文娱丨内容,快手,2000人以上,本科,3-5年,7059914,高级算法工程师-【电商】,20k-40k,数据挖掘,福利待遇好,2020-04-23
A轮,"企业服务,教育",汇博机器人,150-500人,本科,不限,7028489,算法工程师,12k-20k,数据挖掘,公司前景优秀，行业领先地位,2020-04-23
上市公司,"移动互联网,企业服务",浩鲸科技,2000人以上,本科,1-3年,7059283,数据挖掘工程师,12k-20k,数据挖掘,双休 五险一金 福利齐全 技术氛围好,2020-04-23
上市公司,"信息安全,企业服务",oneasp,150-500人,本科,不限,6906639,算法工程师,18k-25k,数据挖掘,五险一金 带薪年假,2020-04-23
未融资,"移动互联网,数据服务",数神科技,150-500人,不限,应届毕业生,6434905,数据挖掘工程师,5k-9k,数据挖掘,提成高，大数据，福利好,2020-04-23
C轮,文娱丨内容,字节跳动,2000人以上,本科,1-3年,4625826,算法工程师,18k-36k,数据挖掘,弹性工作，免费三餐，租房补贴，休闲下午茶，扁平管理，职业大牛，晋升空间，五险一金,2020-04-23
天使轮,"移动互联网,文娱丨内容",StepBeats,少于15人,本科,应届毕业生,6959299,算法工程师,15k-20k,数据挖掘,薪酬丰厚，氛围活跃,2020-04-23
D轮及以上,移动互联网,蜻蜓FM,150-500人,不限,应届毕业生,6443851,算法工程师（2020校招）【北京】,20k-25k,数据挖掘,大牛带教、绩效奖金、双休、年假,2020-04-23
上市公司,"移动互联网,教育",菁优网,150-500人,硕士,1-3年,2848148,深度学习算法工程师,20k-30k,数据挖掘,"餐补双休,股权激励,15天年假,旅游",2020-04-23
上市公司,"移动互联网,教育",菁优网,150-500人,硕士,1-3年,2847989,图像算法工程师,15k-30k,数据挖掘,"餐补双休,股权激励,国内外旅游,16天年假",2020-04-23
A轮,"移动互联网,消费生活",力拓飞远,50-150人,硕士,3-5年,6751802,自然语言高级算法工程师,30k-50k,数据挖掘,五险一金、带薪年假、扁平管理,2020-04-23
A轮,"移动互联网,消费生活",力拓飞远,50-150人,硕士,3-5年,6753975,推荐算法高级算法工程师,30k-50k,数据挖掘,五险一金、带薪年假、扁平管理,2020-04-23
B轮,"数据服务,移动互联网",杉数科技,50-150人,硕士,1-3年,3383143,算法工程师（运筹优化方向）,20k-40k,数据挖掘,"精英团队,五险一金,补充医疗,前景好",2020-04-23
未融资,硬件,同方工业,500-2000人,本科,3-5年,6969356,算法工程师,15k-30k,数据挖掘,七险两金，餐补，通讯补贴，年度体检等,2020-04-23
B轮,"数据服务,其他",智言科技,50-150人,硕士,1-3年,6394097,自然语言处理算法工程师,12k-24k,数据挖掘,"海归团队,发展空间大,薪酬福利好",2020-04-23
不需要融资,"硬件,游戏",众聚互娱,50-150人,硕士,3-5年,5167008,高级算法工程师,25k-40k,数据挖掘,"周末双休,8小时工作,氛围佳,年终双薪",2020-04-23
B轮,其他,AutoX,150-500人,硕士,1-3年,6307515,控制算法工程师,25k-50k,数据挖掘,弹性工作，全日餐饮，下午茶水果，零食,2020-04-23
上市公司,通讯电子,移动设计院,2000人以上,硕士,3-5年,6406959,AI算法工程师,18k-35k,数据挖掘,发展，稳定,2020-04-23
上市公司,移动互联网 硬件,亿联网络,500-2000人,本科,3-5年,7025150,【DSP算法工程师】,13k-25k,数据挖掘,16薪，五险一金，多次调薪,2020-04-23
D轮及以上,汽车丨出行,大搜车,2000人以上,不限,3-5年,5726082,算法工程师（自然语言处理）10-03-06,15k-30k,数据挖掘,五险一金入职即缴、；午餐补贴,2020-04-23
D轮及以上,汽车丨出行,大搜车,2000人以上,本科,1-3年,5205275,算法工程师 （语音识别）,11k-20k,数据挖掘,"团队氛围好,美女如云,领导nic,期权",2020-04-23
B轮,"移动互联网,文娱丨内容",触漫,150-500人,本科,1-3年,5870297,图像算法工程师,15k-30k,数据挖掘,"周末双休,六险一金,年底双薪,年度旅行",2020-04-23
上市公司,广告营销,Mobvista,500-2000人,硕士,3-5年,6992286,高级/资深算法工程师,40k-70k,数据挖掘,三餐+下午茶、弹性工作不打卡，16薪,2020-04-23
上市公司,文娱丨内容,斗鱼直播,2000人以上,本科,应届毕业生,6953066,算法工程师 (MJ000008),10k-20k,数据挖掘,双休,2020-04-23
D轮及以上,"数据服务,文娱丨内容",极链科技Video++,150-500人,本科,3-5年,5573954,算法应用开发工程师,30k-40k,数据挖掘,AI大牛跟你一起工作，好激动！,2020-04-23
C轮,移动互联网,ZAKER,150-500人,本科,3-5年,4867406,推荐算法工程师,15k-25k,数据挖掘,福利待遇高，发展前景好,2020-04-23
D轮及以上,"移动互联网,文娱丨内容",罗辑思维,150-500人,本科,3-5年,5727828,推荐算法策略工程师,30k-60k,数据挖掘,"弹性工作,六险一金,大牛亲带,上升空间大",2020-04-23
不需要融资,"移动互联网,金融",光辉齐晟,15-50人,本科,3-5年,6673030,高级推荐算法工程师,40k-60k,数据挖掘,周末双休，节日福利，高于同行业的薪酬。,2020-04-23
D轮及以上,汽车丨出行,大搜车,2000人以上,本科,3-5年,6284519,J-算法专家/工程师,20k-40k,数据挖掘,筹备美国上市公司,2020-04-23
不需要融资,工具,百度,2000人以上,不限,不限,6632938,语音技术部_音视频合成算法工程师,25k-40k,数据挖掘,"团队nice，大平台, AIG",2020-04-23
B轮,"移动互联网,文娱丨内容",触漫,150-500人,硕士,1-3年,6038014,图形算法工程师,20k-35k,数据挖掘,周末双休 六险一金 年终奖金,2020-04-23
上市公司,文娱丨内容,斗鱼直播,2000人以上,本科,3-5年,7050507,高级算法工程师 (MJ000380),20k-40k,数据挖掘,大平台,2020-04-23
D轮及以上,"数据服务,文娱丨内容",极链科技Video++,150-500人,不限,3-5年,6969938,视觉算法工程师,35k-50k,数据挖掘,AI,2020-04-23
A轮,"医疗丨健康,人工智能",北京望石智慧科技有限公司,15-50人,硕士,1-3年,5302425,深度学习算法工程师,20k-30k,数据挖掘,"牛人多,期权,国际视野,发展前景好",2020-04-23
不需要融资,电商,指纹科技,150-500人,本科,3-5年,6586926,高级计算机视觉算法工程师,25k-35k,数据挖掘,"产品规划,产品运营",2020-04-23
D轮及以上,房产家居,贝壳,2000人以上,本科,3-5年,6691739,激光slam算法工程师,30k-60k,数据挖掘,免费三餐 长期激励,2020-04-23
A轮,"数据服务,硬件",雪湖科技,50-150人,本科,3-5年,6525718,视频算法工程师,20k-40k,数据挖掘,福利好、公司氛围佳、发展空间大、弹性工作,2020-04-23
A轮,教育,潘哒教育,150-500人,本科,不限,6475131,图像算法工程师,20k-30k,数据挖掘,福利好、周末双休,2020-04-23
不需要融资,其他,实地地产集团有限公司,500-2000人,本科,3-5年,6347205,音视频算法工程师,25k-50k,数据挖掘,周末双休 节日福利,2020-04-23
上市公司,"移动互联网,电商",慧择网,500-2000人,本科,1-3年,6431675,NLP算法工程师,20k-30k,数据挖掘,"高薪,高度授权,高度挑战,高度成长",2020-04-23
D轮及以上,"硬件,移动互联网",Insta360影石,150-500人,本科,3-5年,6928908,感知算法-信号处理工程师,20k-40k,数据挖掘,消费电子；智能硬件；跨境电商；3D大神,2020-04-23
A轮,移动互联网,中寰卫星,500-2000人,本科,5-10年,6395607,资深算法工程师,35k-70k,数据挖掘,"弹性工作,试用期全薪,福利待遇好",2020-04-23
不需要融资,"企业服务,物联网",中国兵器装备集团自动化研究所,500-2000人,本科,1-3年,6861689,算法工程师（自然语言）,10k-20k,数据挖掘,国企背景，待遇丰厚,2020-04-23
A轮,教育,Easy Group,500-2000人,本科,1-3年,7051671,搜索算法工程师,20k-30k,数据挖掘,五险一金、友爱团队、双休、饭补,2020-04-23
D轮及以上,社交,知乎,500-2000人,不限,3-5年,6890317,图像算法工程师,20k-40k,数据挖掘,团队专业，成长迅速,2020-04-23
未融资,"硬件,其他",光庭科技,50-150人,大专,3-5年,6500597,算法工程师,14k-26k,数据挖掘,双休、班车、免费宿舍、定期体检,2020-04-23
A轮,"人工智能,硬件",禧涤智能,50-150人,本科,3-5年,5904645,算法工程师-避障优化,15k-30k,数据挖掘,明星团队,2020-04-23
不需要融资,游戏,趣丸,500-2000人,本科,3-5年,6889904,推荐算法工程师,15k-25k,数据挖掘,公司平台好、成长空间大、团队氛围好,2020-04-23
上市公司,汽车丨出行,汽车之家,2000人以上,本科,3-5年,5206869,搜索算法工程师,25k-40k,数据挖掘,发展空间大,2020-04-23
上市公司,汽车丨出行,汽车之家,2000人以上,本科,3-5年,6700036,高级tts算法工程师,30k-40k,数据挖掘,大平台 发展空间大,2020-04-23
A轮,数据服务,大地量子,15-50人,硕士,不限,6555002,遥感图像算法工程师,30k-50k,数据挖掘,六险一金，下午茶、海外团建、年度体检,2020-04-23
A轮,数据服务,大地量子,15-50人,硕士,3-5年,6550426,深度学习算法工程师,30k-45k,数据挖掘,六险一金，下午茶、海外团建、年度体检,2020-04-23
不需要融资,硬件,INDEMIND,15-50人,硕士,1-3年,6217740,双目立体视觉算法工程师,20k-35k,数据挖掘,技术领先、学习氛围浓厚、前沿领域,2020-04-23
不需要融资,硬件,INDEMIND,15-50人,硕士,不限,4655430,计算机视觉算法工程师（实习）,4k-6k,数据挖掘,"技术领先,大牛带队,研发氛围,扁平管理",2020-04-23
未融资,"社交,企业服务",纳森科技,50-150人,本科,3-5年,6692271,算法工程师,25k-45k,数据挖掘,大型上市企业子公司，稳定性高，福利,2020-04-23
不需要融资,工具,百度,2000人以上,硕士,不限,6915238,深圳-广告策略算法工程师,30k-60k,数据挖掘,股票 发展空间 核心团队,2020-04-23
不需要融资,工具,百度,2000人以上,本科,3-5年,6819149,模型算法研发工程师,25k-50k,数据挖掘,晋升空间、弹性工作、技术氛围,2020-04-23
B轮,工具,茄子快传,150-500人,本科,5-10年,6989889,高级推荐算法工程师,50k-80k,数据挖掘,大牛云集 16薪奖金多 下午茶 不打卡,2020-04-23
天使轮,移动互联网,代代科技,50-150人,本科,3-5年,6976729,计算机视觉算法工程师,10k-15k,数据挖掘,五险一金 周末双休,2020-04-23
不需要融资,其他,哈工大机器人,150-500人,硕士,1-3年,6223793,机器人算法工程师（机器人应用组）,8k-15k,数据挖掘,五险一金、年底双薪、员工旅游、餐补,2020-04-23
B轮,"移动互联网,其他",竹间智能科技(上海)有限公司,150-500人,硕士,3-5年,6698749,自然语言高级算法工程师,25k-50k,数据挖掘,五险一金 弹性工作,2020-04-23
B轮,"企业服务,硬件",梅卡曼德,150-500人,本科,不限,6976648,计算机视觉算法工程师,18k-35k,数据挖掘,人工智能，知名风投，五险一金,2020-04-23
天使轮,移动互联网,亿佰国际旅行社（上海）有限公司,50-150人,本科,1-3年,6735725,算法工程师,22k-44k,数据挖掘,前景广阔 同时有爱 薪资诱人,2020-04-23
A轮,"硬件,其他",凌宇智控科技,50-150人,本科,3-5年,6545712,算法工程师（组合导航、室内定位）,20k-40k,数据挖掘,发展空间大、弹性工作、津贴补助、六险一金,2020-04-23
