company_financing_stage,company_industry,company_name,company_people,job_edu_require,job_exp_require,job_id,job_name,job_salary,job_tag,job_welfare,record_date
不需要融资,汽车丨出行,吉利科技集团,2000人以上,本科,5-10年,6856821,高级算法工程师（智慧城市/智慧交通）,15k-30k,深度学习,智慧物流项目,2020-04-23
不需要融资,"企业服务,物联网",中国兵器装备集团自动化研究所,500-2000人,硕士,1-3年,6786440,人工智能,12k-16k,人工智能,五险一金、免费工作餐、带薪年假等,2020-04-23
天使轮,"数据服务,人工智能",北京极夏网络科技有限公司,15-50人,硕士,3-5年,6705202,人工智能,25k-40k,人工智能,地铁周边、领导nice、扁平管理,2020-04-23
未融资,,财富涟漪,2000人以上,本科,3-5年,6842816,人工智能,30k-60k,人工智能,把你的知识变为财富,2020-04-23
不需要融资,"企业服务,移动互联网",微创软件,2000人以上,本科,5-10年,6667641,资深前端开发（人工智能实验室）,20k-25k,人工智能,六险一金、年终奖、福利年假、技术大牛,2020-04-23
上市公司,"移动互联网,其他",华正明天,150-500人,本科,5-10年,7059995,产品经理-人工智能方向优先,15k-20k,人工智能,发展前景好 五险一金 年度体检,2020-04-23
不需要融资,"移动互联网,医疗丨健康",健康有益,50-150人,大专,5-10年,6121872,销售经理（人工智能+健康）,10k-20k,人工智能,AI 健康管理,2020-04-23
上市公司,社交,腾讯,2000人以上,本科,3-5年,5468013,人工智能高级产品运营经理,18k-30k,人工智能,腾讯平台/优质团队/职业发展,2020-04-23
不需要融资,"硬件,游戏",众聚互娱,50-150人,不限,不限,6656678,高级销售代表（新零售+人工智能）,7k-12k,人工智能,双休 五险一金 餐补 全勤奖 游戏特效,2020-04-23
B轮,"数据服务,信息安全",柏睿数据,50-150人,硕士,5-10年,6590170,首席人工智能专家,80k-150k,人工智能,大数据 多绩效 BI 数据仓储,2020-04-23
上市公司,社交,腾讯,2000人以上,本科,3-5年,5724551,人工智能算法工程师（线上讲师）,3k-6k,人工智能,行业发声好机会，打造个人品牌,2020-04-23
天使轮,消费生活,顺丰同城,2000人以上,本科,3-5年,6458886,人工智能算法工程师,15k-30k,人工智能,弹性工作时间。环境福利待遇好。团队领导好,2020-04-23
B轮,"教育,文娱丨内容",森兰信息科技（上海）有限公司,500-2000人,本科,1-3年,5419833,人工智能工程师,20k-40k,人工智能,人工智能 机器学习 深度学习,2020-04-23
不需要融资,电商,高阳捷迅,150-500人,本科,5-10年,5855494,高级java开发工程师（人工智能）,8k-15k,人工智能,央企/餐补/双休,2020-04-23
A轮,数据服务,Chinahadoop,50-150人,大专,不限,6547814,销售顾问（人工智能业务线）,15k-25k,人工智能,超长年假；无责底薪；高额提成；免费午餐；,2020-04-23
B轮,"电商,移动互联网",伽轩,150-500人,本科,3-5年,6939306,人工智能算法,20k-40k,人工智能,福利待遇,2020-04-23
D轮及以上,汽车丨出行,大搜车,2000人以上,本科,1-3年,5928210,人工智能训练师02-14-04,8k-13k,人工智能,餐补，带薪年假，节日礼品，定期体检,2020-04-23
不需要融资,"移动互联网,消费生活",乐有家,50-150人,本科,3-5年,6952803,人工智能产品经理,18k-36k,人工智能,"年14+ N,年涨20%,成长空间大",2020-04-23
上市公司,"数据服务,移动互联网",2345.com,500-2000人,不限,5-10年,6835100,高级产品经理（AI人工智能）(J12120),20k-30k,人工智能,年终奖丰厚 晋升空间大 节日福利,2020-04-23
A轮,移动互联网,创新奇智,150-500人,硕士,应届毕业生,6279844,人工智能算法实习生,5k-7k,人工智能,大牛聚集，平台大， 免费午餐和下午茶,2020-04-23
天使轮,移动互联网,生仝智能,15-50人,硕士,应届毕业生,5561655,人工智能算法工程师实习生-医学图像,5k-10k,人工智能,集团子公司，新成立团队，前景广阔，,2020-04-23
上市公司,社交,腾讯,2000人以上,硕士,1-3年,6720573,人工智能算法研究员,20k-40k,人工智能,发展空间大，行业前景广阔，公司福利靠谱,2020-04-23
上市公司,社交,腾讯,2000人以上,硕士,3-5年,5245617,22989-人工智能算法专家（图像／视频方向）,30k-60k,人工智能,"大平台,大空间",2020-04-23
上市公司,"金融,电商",同花顺,2000人以上,本科,应届毕业生,6178167,AI人工智能—大客户销售,10k-20k,人工智能,人工智能 免费中晚餐 健身房 17薪,2020-04-23
未融资,人工智能、软件开发,太初弈宪,15-50人,本科,1-3年,6976439,人工智能数值运营,20k-40k,人工智能,五险一金全额，领导nice，发展空间大,2020-04-23
B轮,人工智能,达观数据,150-500人,本科,3-5年,7043693,金融行业咨询顾问（人工智能方向）,16k-25k,人工智能,技术强 发展空间大 人工智能 薪资福利优,2020-04-23
D轮及以上,"移动互联网,数据服务",捷通华声,150-500人,本科,3-5年,6062230,产品经理（人工智能）,15k-30k,人工智能,人工智能 项目奖金多 期权激励,2020-04-23
未融资,"移动互联网,消费生活",西辰软件,50-150人,本科,1-3年,6967498,人工智能研发工程师,8k-15k,人工智能,福利待遇好，五险一金，双休，,2020-04-23
未融资,"信息安全,数据服务",宏达科美,150-500人,本科,1-3年,7034779,人工智能高级开发工程师,15k-25k,人工智能,五险一金 周末双休 带薪年假,2020-04-23
不需要融资,游戏,西山居游戏,2000人以上,本科,不限,7053919,人工智能工程师,15k-25k,人工智能,六险一金，餐补，年终奖，项目奖金,2020-04-23
不需要融资,"移动互联网,金融",海万科技,500-2000人,本科,3-5年,7028767,开发工程师(大数据、人工智能、物联网）,9k-15k,人工智能,五险一金 带薪年假 周末双休,2020-04-23
D轮及以上,"移动互联网,游戏",唱吧-玩音乐，就上唱吧！,150-500人,硕士,不限,6849644,人工智能算法工程师,15k-25k,人工智能,年终奖 福利好 弹性工作时间,2020-04-23
天使轮,人工智能,依瞳科技,15-50人,硕士,1-3年,6557131,人工智能算法开发工程师,25k-50k,人工智能,前微软研究院副院长级为CTO,2020-04-23
不需要融资,"软件开发,数据服务",顺丰科技有限公司,2000人以上,硕士,5-10年,6318215,HAK-人工智能与机器学习高级工程师,25k-45k,人工智能,弹性上下班；午餐补贴；五险一金；绩效奖金,2020-04-23
不需要融资,"软件开发,数据服务",顺丰科技有限公司,2000人以上,硕士,5-10年,6795717,SJK-人工智能与机器学习工程师（业务预测）,35k-50k,人工智能,弹性工作时间 发展空间大,2020-04-23
A轮,消费生活,深圳市丰巢科技有限公司,500-2000人,本科,1-3年,5818587,人工智能产品经理,15k-30k,人工智能,上升平台,2020-04-23
C轮,文娱丨内容,字节跳动,2000人以上,本科,不限,6729841,企业服务与人工智能战略实习生,2k-3k,人工智能,休闲下午茶,2020-04-23
D轮及以上,硬件,小米,2000人以上,本科,5-10年,6357494,人工智能-小爱同学资深运营,25k-50k,人工智能,"平台大,福利多,免费班车,有餐补",2020-04-23
D轮及以上,硬件,小米,2000人以上,本科,5-10年,6437792,人工智能-小爱同学-用户增长运营,20k-40k,人工智能,"平台大,福利多,免费班车,有餐补",2020-04-23
A轮,"金融,电商",花信科技,50-150人,不限,1-3年,7040256,人工智能算法,25k-50k,人工智能,有发挥空间,2020-04-23
不需要融资,硬件,vivo,2000人以上,本科,3-5年,5067667,Android软件工程师（人工智能）,25k-50k,人工智能,"股票期权,技术驱动,试用期全薪,千万级用户",2020-04-23
A轮,移动互联网,广州市搜游网络科技,15-50人,大专,3-5年,6953438,人工智能产品经理,15k-25k,人工智能,五险一金，弹性上班，大小周,2020-04-23
C轮,教育,传智播客,500-2000人,本科,3-5年,6305368,python人工智能讲师,30k-50k,人工智能,五险一金 年度旅游 年度体检 年终奖,2020-04-23
上市公司,"文娱丨内容,广告营销",影谱科技,50-150人,本科,3-5年,5666913,产品经理/专家（人工智能）,20k-40k,人工智能,七险一金，完善福利体系，领导nice，,2020-04-23
上市公司,"企业服务,其他",招商证券信息技术中心,2000人以上,本科,不限,5486588,人工智能应用产品经理,25k-40k,人工智能,人工智能风口、金融科技领军、大舞台大作为,2020-04-23
A轮,"移动互联网,数据服务",一知智能,50-150人,本科,3-5年,6036954,人工智能训练师,10k-20k,人工智能,环境好 发展快,2020-04-23
A轮,"数据服务,移动互联网",trustdata,15-50人,硕士,1-3年,7051461,人工智能与自然语言处理研究员,15k-25k,人工智能,事业发展上升通道,2020-04-23
D轮及以上,"移动互联网,数据服务",捷通华声,150-500人,本科,不限,6997140,人工智能训练工程师,7k-10k,人工智能,"人工智能,半年调薪,项目奖金,五险一金",2020-04-23
D轮及以上,"移动互联网,数据服务",捷通华声,150-500人,本科,5-10年,6997105,高级java开发工程师（人工智能）,15k-30k,人工智能,"人工智能,半年调薪,项目奖金,五险一金",2020-04-23
未融资,人工智能,深度赋智,15-50人,硕士,不限,6043899,人工智能算法研究员,25k-50k,人工智能,大牛云集，高速发展，高额年终，弹性工作,2020-04-23
未融资,人工智能,深度赋智,15-50人,硕士,不限,6047851,人工智能算法研究员--深圳南山区,25k-50k,人工智能,大牛云集，高速发展，高额年终，弹性工作,2020-04-23
不需要融资,电商,寻宝天行,50-150人,本科,3-5年,4024906,人工智能算法工程师,20k-40k,人工智能,"福利待遇好,六险一金,发展好,背景强大",2020-04-23
不需要融资,电商,寻宝天行,50-150人,硕士,不限,6648129,人工智能算法工程师（数学方向）,15k-30k,人工智能,"福利待遇好,六险一金,很多美食,背景强大",2020-04-23
不需要融资,通讯电子,华为技术有限公司,2000人以上,硕士,3-5年,6775266,Atlas人工智能计算平台软件开发工程师,20k-40k,人工智能,战略投入方向，待遇丰厚，发展前景广阔,2020-04-23
不需要融资,通讯电子,华为技术有限公司,2000人以上,本科,3-5年,6726620,人工智能计算平台软件开发工程师,20k-40k,人工智能,股票期权，年终奖，绩效奖金，热门行业,2020-04-23
C轮,人工智能,商汤科技,2000人以上,本科,3-5年,6757219,人工智能项目经理,20k-35k,人工智能,人工智能,2020-04-23
C轮,人工智能,商汤科技,2000人以上,本科,5-10年,6871126,人工智能课程经理,20k-40k,人工智能,AI独角兽，发展空间大，技术氛围好,2020-04-23
B轮,"消费生活,电商",悟空租车,150-500人,本科,1-3年,6959769,人工智能训练师,8k-11k,人工智能,福利待遇好，晋升空间大，合伙人,2020-04-23
天使轮,"移动互联网,金融",爱选科技,15-50人,本科,不限,7053054,人工智能算法实习生-数据标注岗,1k-2k,人工智能,公司扁平化 氛围好 学习型组织,2020-04-23
不需要融资,人工智能,星络智能,150-500人,本科,5-10年,6916878,人工智能工程师,20k-40k,人工智能,免费员工餐 项目奖金 世界500强,2020-04-23
上市公司,软件开发,诚迈信息,150-500人,本科,3-5年,7013050,人工智能咨询师,12k-18k,人工智能,五险一金，年底双薪，餐补，年度体检,2020-04-23
A轮,"金融,数据服务",探知数据,50-150人,硕士,5-10年,6098493,人工智能咨询,30k-60k,人工智能,大数据，人工智能,2020-04-23
不需要融资,"移动互联网,数据服务",中科智加,50-150人,本科,1-3年,6026307,测试工程师（人工智能）,9k-18k,人工智能,全额五险一金、高额年终奖,2020-04-23
B轮,"移动互联网,企业服务",众能联合,500-2000人,本科,3-5年,6179903,高级产品经理（人工智能AI）,18k-30k,人工智能,独角兽企业、发展平台、竞争力薪酬,2020-04-23
A轮,"移动互联网,电商",海深科技,15-50人,本科,3-5年,6664817,商务经理（人工智能方向）,14k-25k,人工智能,年终多薪 项目奖金 期权鼓励 团队优秀,2020-04-23
不需要融资,通讯电子,中国信通院,2000人以上,不限,不限,6993251,人工智能研究员,8k-15k,人工智能,"发展空间大,知识分享,专业培训",2020-04-23
上市公司,软件开发,诚迈信息,150-500人,本科,1-3年,7013823,人工智能咨询师,20k-40k,人工智能,餐补、月度团建、13薪,2020-04-23
A轮,其他,DeepTech深科技,15-50人,本科,3-5年,5770262,资深编辑（人工智能方向）,18k-22k,人工智能,"晋升空间大,岗位灵活",2020-04-23
A轮,其他,DeepTech深科技,15-50人,本科,1-3年,5770248,编辑记者（人工智能方向）,14k-18k,人工智能,"晋升空间大,岗位灵活",2020-04-23
不需要融资,金融,广发银行信用卡中心,2000人以上,硕士,应届毕业生,6967027,管理培训生（机器学习/算法-人工智能训练方向）,8k-15k,人工智能,福利好，待遇好,2020-04-23
不需要融资,金融,广发银行信用卡中心,2000人以上,硕士,应届毕业生,6967062,管理培训生（机器学习/算法-人工智能训练方向）,8k-15k,人工智能,福利好，待遇好,2020-04-23
上市公司,电商,网易,2000人以上,本科,1-3年,6996079,人工智能专家,30k-50k,人工智能,"福利待遇,发展前景",2020-04-23
上市公司,电商,网易,2000人以上,本科,1-3年,7012430,人工智能工程师,20k-30k,人工智能,"福利待遇,发展前景",2020-04-23
不需要融资,"金融,移动互联网",亿联银行,150-500人,不限,3-5年,6834396,人工智能应用研发岗,25k-50k,人工智能,"五险一金,年终奖,晋升空间大,培训",2020-04-23
C轮,"企业服务,数据服务",成都晓多科技有限公司,500-2000人,不限,应届毕业生,6093908,人工智能训练师,3k-5k,人工智能,"人工智能,前景广阔",2020-04-23
A轮,"移动互联网,教育",迷鹿音乐,15-50人,本科,不限,6201875,人工智能算法专家,15k-30k,人工智能,"前沿科技,扁平管理,活力团队,五险一金",2020-04-23
不需要融资,移动互联网,中移（成都）产业研究院,2000人以上,本科,1-3年,7041819,医学信息与人工智能,6k-8k,人工智能,管理规范 技能培训 岗位晋升 五险一金,2020-04-23
未融资,"数据服务,其他",信大气象研究院,15-50人,硕士,不限,6746783,人工智能气象工程师,12k-24k,人工智能,周末双休 五险一金 定期体检 就餐补贴,2020-04-23
上市公司,旅游,中国旅游集团有限公司,2000人以上,本科,10年以上,6900505,大数据/人工智能技术总监,30k-50k,人工智能,硬核央企、广阔发展空间、企业年金,2020-04-23
上市公司,"移动互联网,金融",中信银行信用卡中心,2000人以上,硕士,3-5年,4473357,人工智能岗(NLP方向),20k-40k,人工智能,"银行编制,核心岗位,薪酬福利好",2020-04-23
上市公司,"移动互联网,金融",中信银行信用卡中心,2000人以上,本科,3-5年,5166988,人工智能岗（深度学习方向）,25k-50k,人工智能,"创新,工作氛围",2020-04-23
不需要融资,移动互联网,赛迪信息,500-2000人,本科,应届毕业生,6892182,项目管理实习生(人工智能/机器视觉),2k-3k,人工智能,星级餐厅 导师带徒计划,2020-04-23
天使轮,"数据服务,人工智能",北京极夏网络科技有限公司,15-50人,硕士,3-5年,6699073,人工智能 / 机器学习 科学家,25k-50k,人工智能,股票期权，不打卡，领导nice，氛围好,2020-04-23
不需要融资,"电商,企业服务",趋势动力,150-500人,大专,1-3年,6665542,新零售/人工智能销售经理,8k-10k,人工智能,带薪培训 导师带教 五险一金 节日福利,2020-04-23
上市公司,"移动互联网,教育",达内集团,2000人以上,本科,应届毕业生,5985583,人工智能编程讲师,8k-12k,人工智能,带薪培训，提供住宿，灵活上班，快速晋升,2020-04-23
A轮,"硬件,移动互联网",智一科技,15-50人,本科,应届毕业生,3587847,人工智能编辑记者实习生,2k-4k,人工智能,"公司牛人多,上升空间,人脉积累",2020-04-23
天使轮,"电商,社交",杭州微洱网络科技有限公司,50-150人,大专,1-3年,7043486,人工智能训练师,5k-8k,人工智能,双休，五险一金，年终奖,2020-04-23
上市公司,"企业服务,旅游",东航,2000人以上,本科,3-5年,6915204,创新产品经理（人工智能方向）,20k-30k,人工智能,央企平台 上升空间大,2020-04-23
上市公司,"电商,企业服务",阿里云,2000人以上,本科,应届毕业生,6874578,人工智能算法,25k-50k,人工智能,五险一金 带薪年假,2020-04-23
不需要融资,"移动互联网,医疗丨健康",人人智选,50-150人,大专,3-5年,7020927,人工智能算法工程师,18k-36k,人工智能,机会只给有实力的人,2020-04-23
不需要融资,移动互联网,韦斯盾,15-50人,大专,不限,7057608,人工智能产品销售,8k-13k,人工智能,一年2-4次旅游+年终奖金（2-6个月）,2020-04-23
未融资,"移动互联网,教育",佳诚网络,50-150人,本科,1-3年,5942279,人工智能讲师,8k-15k,人工智能,"五险一金,绩效奖金,带薪年假,定期体检",2020-04-23
不需要融资,金融,平安租赁,500-2000人,本科,3-5年,6765146,26310T-人工智能AI产品经理,15k-25k,人工智能,"五险一金,带薪年假,定期体检,免费班车",2020-04-23
D轮及以上,"移动互联网,数据服务",捷通华声,150-500人,本科,应届毕业生,6334002,人工智能训练工程师,7k-10k,人工智能,高新技术企业；发展空间大；扁平化管理,2020-04-23
上市公司,"移动互联网,数据服务",北京亚信数据有限公司,2000人以上,本科,5-10年,2740330,前端开发经理（人工智能/大数据/云计算）,30k-60k,人工智能,"技术加管理,汇cto,运用新技术,人工智能",2020-04-23
未融资,移动互联网 电子商务,无界智能,少于15人,大专,3-5年,7039114,电商运营专员(人工智能),4k-8k,人工智能,人工智能前景好，平台创收与个人奖金绑定。,2020-04-23
未融资,移动互联网 电子商务,无界智能,少于15人,本科,1-3年,7033865,电商运营经理(人工智能),8k-16k,人工智能,人工智能前景好，平台创收与个人奖金绑定。,2020-04-23
不需要融资,工具,百度,2000人以上,本科,5-10年,7053467,ACG智慧政务事业部_人工智能课程开发经理,50k-70k,人工智能,发展前景,2020-04-23
不需要融资,"金融,软件开发",建信金科,2000人以上,本科,5-10年,6451596,人工智能平台研发工程师,20k-40k,人工智能,良好发展趋势与空间，良好工作与学习氛围。,2020-04-23
不需要融资,"金融,软件开发",建信金科,2000人以上,本科,10年以上,6451541,人工智能资深算法工程师,30k-50k,人工智能,良好发展趋势与空间，良好工作与学习氛围。,2020-04-23
不需要融资,工具,百度,2000人以上,本科,应届毕业生,4885901,大数据实验室-人工智能研究员,50k-100k,人工智能,大牛云集，上升空间大，待遇优厚,2020-04-23
B轮,信息安全,墨云科技,50-150人,硕士,5-10年,4348391,首席科学家（人工智能领域）,40k-80k,人工智能,股票,2020-04-23
上市公司,"移动互联网,物联网",北京中科软件有限公司,50-150人,本科,5-10年,6892607,人工智能事业部售前经理,15k-20k,人工智能,国企背景，工作环境轻松，福利待遇齐全,2020-04-23
上市公司,电商,阿里巴巴-阿里数据（数据技术及产品部）,2000人以上,本科,3-5年,5219865,阿里人工智能实验室-Java高级开发工程师/专家,25k-50k,人工智能,"人工智能,黑科技",2020-04-23
不需要融资,金融,新网银行,150-500人,硕士,1-3年,6850870,人工智能算法岗,15k-25k,人工智能,"互联网银行,扁平化管理,星空餐厅",2020-04-23
不需要融资,"金融,消费生活",广发银行,500-2000人,本科,1-3年,6775722,人工智能开发,15k-30k,人工智能,发展前景大，福利待遇好,2020-04-23
不需要融资,"金融,消费生活",广发银行,500-2000人,本科,3-5年,6772545,人工智能架构师,30k-35k,人工智能,发展前景大，福利待遇好,2020-04-23
不需要融资,"软件开发,其他",广州英奈,15-50人,本科,不限,6864936,java开发工程师（人工智能方向）,13k-26k,人工智能,周末双休 五险一金 年底奖金 餐补,2020-04-23
C轮,"电商,消费生活",多点Dmall,500-2000人,本科,3-5年,6988908,Java人工智能开发工程师,11k-22k,人工智能,大牛团队,2020-04-23
上市公司,物联网,京东方,2000人以上,本科,3-5年,6961123,人工智能与大数据平台运维工程师(J22538),15k-20k,人工智能,六险二金 大平台 带薪年假,2020-04-23
天使轮,企业服务,赛舵智能,15-50人,本科,1-3年,6598287,人工智能产品经理,20k-40k,人工智能,从0-1 充分授权 前景无限 长期回报,2020-04-23
未融资,教育,北京八维研修学院,2000人以上,不限,3-5年,4854901,人工智能项目经理,25k-40k,人工智能,"五险一金,稳定平台,技术提升",2020-04-23
上市公司,金融,金证股份,2000人以上,本科,1-3年,6973435,人工智能工程师(J10590),8k-12k,人工智能,周末双休、五险一金、升职加薪,2020-04-23
上市公司,物联网,京东方,2000人以上,本科,应届毕业生,6929559,IT/软开/人工智能类（103）,9k-18k,人工智能,大平台 福利待遇好,2020-04-23
不需要融资,"企业服务,数据服务",JHInno,50-150人,本科,3-5年,6956803,大数据人工智能开发工程师,10k-20k,人工智能,扁平化管理，季度奖，年终奖,2020-04-23
B轮,人工智能,达观数据,150-500人,本科,3-5年,7043735,金融行业咨询顾问（人工智能方向）,15k-25k,人工智能,AI 人工智能 解决方案,2020-04-23
不需要融资,"其他,教育",充电了么,50-150人,大专,应届毕业生,6925437,课程销售顾问（社群）【大数据人工智能课程方向】,5k-10k,人工智能,股票期权，绩效奖金,2020-04-23
不需要融资,"其他,教育",充电了么,50-150人,大专,3-5年,6925519,社群运营课程销售顾问【大数据人工智能课程方向】,8k-16k,人工智能,股票期权，绩效奖金,2020-04-23
不需要融资,"移动互联网,物联网",CAROTA科络达,50-150人,本科,3-5年,5711300,人工智能开发工程师,25k-40k,人工智能,"薪资丰厚,不强制加班,工作环境宽",2020-04-23
上市公司,电商,京东集团,2000人以上,不限,5-10年,6998552,bd商务拓展（人工智能方向）,30k-60k,人工智能,京东AI全球领先的人工智能提供商,2020-04-23
上市公司,电商,京东集团,2000人以上,本科,5-10年,7036535,资深前端开发工程师（人工智能-NLP）,30k-50k,人工智能,京东AI全球领先的人工智能提供商,2020-04-23
A轮,移动互联网,减约,50-150人,大专,1-3年,6137262,销售经理（人工智能＋健康医疗）,10k-15k,人工智能,人工智能，公司发展,2020-04-23
不需要融资,电商,国网电商公司,500-2000人,硕士,3-5年,6607754,人工智能工程师,20k-30k,人工智能,发展前景 薪资待遇,2020-04-23
未融资,"移动互联网,人工智能",有我科技,50-150人,本科,不限,7020504,资深软件工程师-多媒体人工智能,20k-40k,人工智能,战略部门 技术领先 稳定,2020-04-23
不需要融资,"数据服务,移动互联网",华热科技,50-150人,硕士,应届毕业生,6457151,Java开发工程师（人工智能方向）,6k-10k,人工智能,七险一金 双休 免费食堂 晋升通道,2020-04-23
不需要融资,硬件,vivo,2000人以上,本科,3-5年,6552435,安全研发工程师（人工智能方向）,30k-50k,人工智能,总部安全与数据保护合规组,2020-04-23
未融资,"消费生活,人工智能",凡米智能,15-50人,硕士,应届毕业生,6907346,人工智能实习生,12k-20k,人工智能,人工智能 智慧城市,2020-04-23
A轮,其他,OPENAILAB,50-150人,本科,3-5年,6730972,AI人工智能项目经理,20k-25k,人工智能,公司发展前景好，氛围好，股权激励,2020-04-23
上市公司,企业服务,泰豪软件,500-2000人,不限,3-5年,6983380,人工智能研发工程师（南京）,12k-20k,人工智能,行业前景好 平台大 成长空间大,2020-04-23
上市公司,游戏,点触科技,500-2000人,硕士,3-5年,6875166,人工智能主管,20k-40k,人工智能,福利完善，视频面试，在家办公，,2020-04-23
A轮,"金融,数据服务",泛钛客,150-500人,本科,不限,5422221,人工智能研发工程师,20k-40k,人工智能,"晋升空间大,团队牛人多,六险一金,15薪",2020-04-23
上市公司,"硬件,其他",格力电器,2000人以上,硕士,应届毕业生,6856606,人工智能,10k-20k,人工智能,平台大待遇从优,2020-04-23
不需要融资,企业服务,SAIIA,15-50人,本科,1-3年,6989458,新媒体运营/编辑-人工智能,6k-10k,人工智能,高端社交、科技最前端,2020-04-23
不需要融资,企业服务,SAIIA,15-50人,本科,3-5年,7005632,商务主管-人工智能行业,10k-15k,人工智能,高端商务、开拓人工智能行业市场,2020-04-23
未融资,"移动互联网,人工智能",宁波工业互联网研究院,50-150人,本科,1-3年,6171342,人工智能/机器人研发工程师,10k-15k,人工智能,"弹性工作,带薪年假,五险一金,领导好",2020-04-23
C轮,"移动互联网,企业服务",追一科技,150-500人,不限,不限,6838200,人工智能语音录音师（兼职/实习）,15k-20k,人工智能,时间灵活,2020-04-23
不需要融资,"信息安全,人工智能",赫左智能,少于15人,不限,不限,7023799,人工智能软件销售,4k-8k,人工智能,高提成 五险 员工福利优,2020-04-23
天使轮,"企业服务,数据服务",数絮,少于15人,本科,不限,4792782,人工智能新媒体编辑,8k-15k,人工智能,"气氛自由,团队小,不打卡,可深入行业",2020-04-23
不需要融资,通讯电子,华为技术有限公司,2000人以上,本科,3-5年,6840762,人工智能,20k-35k,人工智能,数据部门，重用。年终奖，内部期权和股票,2020-04-23
不需要融资,工具,百度,2000人以上,本科,5-10年,7000519,云计算事业部-人工智能高级产品经理,30k-50k,人工智能,大平台、TO B AI落地,2020-04-23
天使轮,"移动互联网,金融",爱选科技,15-50人,本科,不限,7036107,人工智能算法助理实习生,12k-22k,人工智能,发展前景好，头部企业，可作为转正储备,2020-04-23
天使轮,移动互联网,爱华盈通,50-150人,本科,不限,5976932,人工智能算法,12k-24k,人工智能,年底双薪，年终分红，优秀员工股票奖励,2020-04-23
上市公司,"企业服务,移动互联网",亚信,2000人以上,本科,3-5年,6665266,人工智能算法工程师,15k-25k,人工智能,上市公司 薪酬福利体系完善,2020-04-23
上市公司,工具,百度,2000人以上,本科,5-10年,6702943,销售（人工智能）,20k-40k,人工智能,大厂,2020-04-23
不需要融资,通讯电子,华为技术有限公司,2000人以上,本科,3-5年,6834524,人工智能与边缘计算软件开发工程师,25k-35k,人工智能,竞争力的薪资、奖金回报、股权激励,2020-04-23
D轮及以上,"人工智能,物联网",虹软科技,500-2000人,硕士,5-10年,5557079,人工智能算法架构师,30k-60k,人工智能,AI行业风口、,2020-04-23
A轮,"移动互联网,教育",空越技术,150-500人,本科,1-3年,6740304,人工智能产品经理,12k-20k,人工智能,五险一金、双休、过节福利、年终奖,2020-04-23
B轮,金融,中科金,2000人以上,本科,5-10年,6966544,高级项目经理（人工智能、金融科技）,18k-28k,人工智能,"五险一金,补助,年终奖,试用期全额",2020-04-23
B轮,金融,中科金,2000人以上,不限,3-5年,6966531,项目经理（金融科技、人工智能）,15k-20k,人工智能,"五险一金,补助,年终奖,试用期全额",2020-04-23
上市公司,"文娱丨内容,移动互联网",阿里文娱,2000人以上,本科,5-10年,6889715,阿里集团-BU法务（人工智能）-杭州,30k-60k,人工智能,平台,2020-04-23
上市公司,金融,宜信,2000人以上,本科,3-5年,7020896,人工智能研究员,15k-20k,人工智能,六险一金 高薪 带薪假期 年终奖,2020-04-23
B轮,人工智能,深杳智能,500-2000人,硕士,1-3年,5312854,人工智能算法研究员,25k-50k,人工智能,薪酬福利高 氛围环境好 发展空间大,2020-04-23
天使轮,"电商,社交",杭州微洱网络科技有限公司,50-150人,不限,1-3年,7045882,人工智能训练师,5k-8k,人工智能,人工智能,2020-04-23
A轮,"人工智能,软件开发",英歌智达,15-50人,大专,应届毕业生,6913770,人工智能测试(实习生）,3k-5k,人工智能,社保公积金餐补带薪年假员工旅游周末双休,2020-04-23
A轮,"人工智能,软件开发",英歌智达,15-50人,大专,应届毕业生,6913783,AI人工智能数据处理图像标注（实习生）,3k-5k,人工智能,社保公积金餐补带薪年假员工旅游周末双休,2020-04-23
上市公司,"信息安全,数据服务",成都拓尔思,150-500人,硕士,应届毕业生,5866238,人工智能NLP实习生,6k-8k,人工智能,福利待遇好，团队氛围好，公司同事素质高,2020-04-23
上市公司,"信息安全,数据服务",成都拓尔思,150-500人,硕士,应届毕业生,5917576,人工智能-图像识别实习生,6k-12k,人工智能,福利待遇好，团队氛围好，公司同事素质高,2020-04-23
不需要融资,医疗丨健康,杭州智团,50-150人,硕士,应届毕业生,6460020,人工智能实习生,3k-6k,人工智能,五险一金、带薪年假、年终奖金,2020-04-23
B轮,"金融,移动互联网",蚂蚁金服集团,2000人以上,本科,3-5年,4288442,人工智能研发工程师,25k-50k,人工智能,"人工智能,机器学习,算法",2020-04-23
未融资,"企业服务,教育",林可橙才,15-50人,本科,应届毕业生,7001724,人工智能工程师,10k-15k,人工智能,零基础+高薪资+100%包就业,2020-04-23
不需要融资,通讯电子,中国信通院,2000人以上,本科,1-3年,6575463,人工智能安全政策研究员,8k-15k,人工智能,双休、弹性工作、节日福利、包住,2020-04-23
不需要融资,通讯电子,中国信通院,2000人以上,硕士,不限,5925543,人工智能研发工程师,8k-16k,人工智能,双休、弹性工作、五险一金、带薪年假、体检,2020-04-23
B轮,移动互联网,小库科技,50-150人,博士,不限,4882586,人工智能科学家,60k-100k,人工智能,"海归精英多,期权激励",2020-04-23
上市公司,"物联网,电商",海尔集团,2000人以上,本科,不限,6855131,大数据与人工智能工程师,12k-18k,人工智能,10002,2020-04-23
